단어,발음,주요뜻,메모,암기여부,저장날짜
out of the question,,불가능한|생각할 수 없는|문제 밖의,"1)【혼돈어휘】	out of the question 	불가능한	out of question 	의심의 여지가 없이, 확실한												

",미암기,2010-11-15 12:00:58
outdo,auˌtduˈ,…을 능가하다|…보다 뛰어나다|앞지르다,"1)【혼돈어휘】	outdo	~보다 뛰어나다	undo	[묶인 것 등을] 풀다												

",미암기,2010-11-15 12:00:58
ovoid,óuvɔid,난형의|달걀 모양의|난형의 물체,"1)【혼돈어휘】	ovoid	계란형의	avoid	~을 피하다												

",미암기,2010-11-15 12:00:58
package,pǽkidʒ,패키지|포장|계획|상품|소포,"1)【혼돈어휘】	package 	꾸러미, &lt;미&gt;소포; 종합 정책	pack 	짐을 꾸리다, 포장하다; 꾸러미	packet 	&lt;영&gt;소포, 한 묶음, 담배의 갑										

",미암기,2010-11-15 12:00:58
palatable,pǽlətəbl,맛 좋은|입에 맞는|맛있는,"1)【혼돈어휘】	palatable	입에 맞는	palpable	명백한	palpitate	두근거리다										

",미암기,2010-11-15 12:00:58
panache,pənǽʃ,깃털 장식|당당한 태도|허세,"1)【혼돈어휘】	panache 	[투구의] 깃털 장식; 당당한 태도	panacea	만병 통치약 												

",미암기,2010-11-15 12:00:58
parameter,pərǽmətər,매개 변수|한계|조건,"1)【혼돈어휘】	parameter 	매개변수, 파라미터	perimeter 	주위, 둘레												

",미암기,2010-11-15 12:00:58
parish,pǽriʃ,본당,"1)【혼돈어휘】	parish	교구	perish	죽다, 멸망하다												

",미암기,2010-11-15 12:00:58
patch,pæʧ,패치|지역|조각|수습하다|헝겊 조각을 대다,"1)【혼돈어휘】	patch 	반창고,천조각; 덧대다	dispatch	급파하다, 급송하다 ; 파견												

",미암기,2010-11-15 12:00:58
patriarch,péitriὰːrk,족장|가장|장로,"1)【혼돈어휘】	patriarch 	가장; 족장	matriarch	여자 가장												

",미암기,2010-11-15 12:00:58
pause,pɔːz,멈춤|중단|휴식,"1)【혼돈어휘】	pause 	중단하다, 잠시 멈추다	pose 	자세,포즈; 마음가짐	position 	위치, 장소; 입장, 지위										

",미암기,2010-11-15 12:00:58
peace,piːs,평화|화해|조용히|편히|강화 조약,"1)【혼돈어휘】	peace	평화	piece	조각, 부분, 부품												

",미암기,2010-11-15 12:00:58
pedestal,pédəstl,토대|기초|대 위에 놓다,"1)【혼돈어휘】	pedestal 	받침대, 주춧돌; 기초	pedestrian	보행자; 단조로운	peddler 	행상인										

",미암기,2010-11-15 12:00:58
peeress,píəris,귀족 부인|여성 귀족,"1)【혼돈어휘】	peeress 	귀족부인 cf. peer 귀족; 또래 	peerless 	비할 데 없는												

",미암기,2010-11-15 12:00:58
per cent,pərsént,퍼센트|%,"1)【혼돈어휘】	per cent	퍼센트	percentage	비율												

",미암기,2010-11-15 12:00:58
perch,pəːrʧ,앉다|높은 곳|자리잡다,"1)【혼돈어휘】	perch	앉다, 자리잡다; 횃대	parch	바싹 마르다, 볶다												

",미암기,2010-11-15 12:00:58
perforate,pə́ːrfərèit,…에 구멍을 뚫다|…을 꿰뚫다|관통하다,"1)【혼돈어휘】	perforate	구멍 뚫다	percolate	여과되다, 스며들다												

",미암기,2010-11-15 12:00:58
permissive,pərmísiv,허용된|묵인된|자유 재량이 허용된,"1)【혼돈어휘】	permissive	허용적인	permissible	허용되는												

",미암기,2010-11-15 12:00:58
perpetrate,pə́ːrpətrèit,저지르다|범하다|함부로 하다,"1)【혼돈어휘】	perpetrate 	[나쁜 짓, 죄를] 범하다	perpetuate 	영속화시키다, 항구화하다												

",미암기,2010-11-15 12:00:58
personalty,pə́ːrsənəlti,동산|인적 재산(personal property),"1)【혼돈어휘】	personalty	동산	personality	성격												

",미암기,2010-11-15 12:00:58
personnel,pə̀ːrsənél,인력|사람들|직원|인원|요원,"1)【혼돈어휘】	personnel	인원, 전직원	personal	개인의, 개인적인	persona	사람, 등장인물; 페르소나[외적 인격]										

",미암기,2010-11-15 12:00:58
perspicacious,pə̀ːrspəkéiʃəs,통찰력 있는|총명한|명민한,"1)【혼돈어휘】	perspicacious  	통찰력이 있는	perspicuous	[언어∙문체 등이] 명쾌한												

",미암기,2010-11-15 12:00:58
pertinacious,pə̀ːrtənéiʃəs,고수하는|집요한|끈기 있는,"1)【혼돈어휘】	pertinacious 	[의견 등을] 굽히지 않는; 완고한	pertinent	적절한, 딱 들어맞는; 관련된												

",미암기,2010-11-15 12:00:58
pervert,pərvə́ːrt,그르치다|오해하다|성도착자,"1)【혼돈어휘】	pervert	타락시키다	perverse	심술궂은												

",미암기,2010-11-15 12:00:58
physicist,fízisist,물리학자|자연 과학자|유물론자,"1)【혼돈어휘】	physicist	물리학자	physician	의사	physiognomist	관상학자										

",미암기,2010-11-15 12:00:58
physiology,fìziάlədʒi,생리학|생리|생리 기능,"1)【혼돈어휘】	physiology 	생리학; [the~] 생리	psychology 	심리학; 심리[상태]												

",미암기,2010-11-15 12:00:58
pickle,píkl,피클|절임|식초물,"1)【혼돈어휘】	pickle 	[pl.] [소금∙식초에] 절인 것; 오이절임; 곤경	fickle	마음이 잘 변하는, 변덕스러운												

",미암기,2010-11-15 12:00:58
plaque,plæk,플라크|치태|세균막|명판|치석,"1)【혼돈어휘】	plaque 	[plǽk] [벽에 거는] 장식판; 치석	plague	괴롭히다, 귀찮게 하다; 역병												

",미암기,2010-11-15 12:00:58
politic,pάlətìk,현명한|정치 역학|사리를 분별할 줄 아는,"1)【혼돈어휘】	politic	현명한, 정책적인	polite	정중한	politics	정치										

",미암기,2010-11-15 12:00:58
ponderable,pάndərəbl,일고의 가치가 있는|고려할 만한 사항|무게를 잴 수 있는,"1)【혼돈어휘】	ponderable 	무게를 달 수 있는, 일고의 가치가 있는	ponderous 	지루하고 답답한; 육중한												

",미암기,2010-11-15 12:00:58
pony,póuni,조랑말|포니,"1)【혼돈어휘】	pony	조랑말; 돈을 지불하다	phony	가짜의, 가짜												

",미암기,2010-11-15 12:00:58
populous,pάpjuləs,인구 밀도가 높은|인구가 많은|인구가 조밀한,"1)【혼돈어휘】	populous 	인구가 조밀한  	popular	인기있는; 통속적인, 대중적인												

",미암기,2010-11-15 12:00:58
postpone,poustpóun,연기하다|미루다|연장하다|지연시키다|늦추다,"1)【혼돈어휘】	postpone	연기하다	cancel	취소하다												

",미암기,2010-11-15 12:00:58
potable,póutəbl,상수|식수|마실수있는,"1)【혼돈어휘】	potable	마시기에 알맞은	portable	휴대용의												

",미암기,2010-11-15 12:00:58
potent,póutnt,유력한|강력한|세력 있는,"1)【혼돈어휘】	potent 	강력한, 유력한, 힘센; 영향력이 있는 	portent	[불길한] 전조, 조짐; 경이적인 것[인물]												

",미암기,2010-11-15 12:00:58
practicable,prǽktikəbl,실시할 수 있는|실행 가능한|실용적인,"1)【혼돈어휘】	practicable	실행가능한, 사용할 수 있는	practical	실제의, 실용적인, 실무의												

",미암기,2010-11-15 12:00:58
pray,prei,기도하다|기원하다|바라다,"1)【혼돈어휘】	pray	빌다	prey	잡아먹다, 먹이												

",미암기,2010-11-15 12:00:58
precede,prisíːd,앞서다|선행하다|전에|우선하다,"1)【혼돈어휘】	precede	선행하다	proceed	진행하다, 속행하다												

",미암기,2010-11-15 12:00:58
precipitate,prisípitèit,재촉하다|침전물|…을 침전시키다,"1)【혼돈어휘】	precipitate	촉진시키다; 황급한	precipitous	깎아지른												

",미암기,2010-11-15 12:00:58
predication,prèdəkéiʃən,단정|단언|술어적 서술,"1)【혼돈어휘】	predication 	단정, 단언; 술어	predicament	곤경, 궁지												

",미암기,2010-11-15 12:00:58
predict,pridíkt,예측하다|전망하다|예상하다|예견하다|예보하다,"1)【혼돈어휘】	predict	예언하다	predicate	단언하다												

",미암기,2010-11-15 11:59:31
premiere,"primíər, -mjέər",초연|첫날|개봉하다,"1)【혼돈어휘】	premiere	[영화의] 개봉 첫날, 초연	premier	수상; 최고의	primary 	제1[위]의; 가장 중요한	primitive	태고의, 원시의; 구식의, 미발달의								

",미암기,2010-11-15 11:59:31
pretending,priténdiŋ,거짓의|사칭하는|왕위를 노리는,"1)【혼돈어휘】	pretending 	사칭하는; 거짓의	pretentious	[사람이] 자만하는, 젠 체하는												

",미암기,2010-11-15 11:59:31
principle,prínsəpl,원칙|원리|법칙|신념|교리,"1)【혼돈어휘】	principle	원리, 원칙	principal	주된; 교장												

",미암기,2010-11-15 11:59:31
probe,proub,조사하다|수사하다|탐사하다|규명하다,"1)【혼돈어휘】	probe 	탐침으로 검사하다; 엄밀히 조사하다	prove	입증하다, 시험하다												

",미암기,2010-11-15 11:59:31
procession,prəséʃən,행렬|행진|진행,"1)【혼돈어휘】	procession 	행렬, 행진	process 	[만드는] 방법, 순서, 공정												

",미암기,2010-11-15 11:59:31
procurer,proukjúərər,획득자|매춘부 알선자|뚜쟁이,"1)【혼돈어휘】	procurer 	획득자; 포주	procurator 	대리인; 소송 대리인												

",미암기,2010-11-15 11:59:31
prodigious,prədídʒəs,거대한|막대한|놀라운,"1)【혼돈어휘】	prodigious 	거대한, 비범한	prodigal	낭비하는,방탕한												

",미암기,2010-11-15 11:59:31
progenitor,proudʒénətər,조상|선조|선배,"1)【혼돈어휘】	progenitor	선조, 선구자	progeny	[사람 등의] 자손												

",미암기,2010-11-15 11:59:31
promise,prάmis,약속하다|말씀드리다|공약하다|유망|장담하다,"1)【혼돈어휘】	promise	약속	premise	전제												

",미암기,2010-11-15 11:59:31
prompt,prɑːmpt,신속한|촉발하다|촉구하다,"1)【혼돈어휘】	prompt	재빠른, 신속한, 즉석의	preempt 	선취하다, 선매권에 의하여 획득하다												

",미암기,2010-11-15 11:59:31
propose,prəpóuz,제안하다|제시하다|제의하다|청혼하다|신청하다,"1)【혼돈어휘】	propose 	제안하다, 청혼하다	purpose 	목적; 의도, 용도												

",미암기,2010-11-15 11:59:31
proprietor,prəpráiətər,소유자|소유주|소유경영인,"1)【혼돈어휘】	proprietor 	소유자, 소유주, 주인	propriety	예의 바름, 예절; 교양; 타당 												

",미암기,2010-11-15 11:59:31
proscribe,prouskráib,금지하다|…을 추방하다|배척하다,"1)【혼돈어휘】	proscribe	금지하다	prescribe	규정[지시]하다												

",미암기,2010-11-15 11:59:31
prosecute,prάsikjùːt,기소하다|고소하다,"1)【혼돈어휘】	prosecute	기소하다	persecute	박해하다												

",미암기,2010-11-15 11:59:31
prospective,prəspéktiv,예비의|장래의|잠재적인|예상되는|예정의,"1)【혼돈어휘】	prospective	예상된, 장차의	perspective	관점												

",미암기,2010-11-15 11:59:31
proud,praud,자랑스러운|자신감이 강한|자부심이 강한|당당한|자존심이 강한,"1)【혼돈어휘】	proud 	자랑으로 여기는	fraud 	사기, 기만; 사기꾼												

",미암기,2010-11-15 11:59:31
providential,prὰvədénʃəl,섭리의|신의 뜻에 의한|시기 적절한,"1)【혼돈어휘】	providential	섭리의, 신의 뜻에 의한	provident	선견지명이 있는												

",미암기,2010-11-15 11:59:31
provision,prəvíʒən,규정|조항|지원|대비,"1)【혼돈어휘】	provision 	법조항; [pl.] 식량, 양식	provisional	일시적인, 임시의, 잠정적인												

",미암기,2010-11-15 11:59:31
prune,pruːn,가지치기하다|자두|잘라내다|프룬|치다,"1)【혼돈어휘】	prune	가지치다, 문장을 짧게 하다	prone	경향이 있는, ~하기 일쑤인												

",미암기,2010-11-15 11:59:31
punctate,pΛŋkteit,작은 반점이 있는|조금 오목한 데가 있는|반점의,"1)【혼돈어휘】	punctate 	작은 반점이 있는	punctuate	구두점을 찍다; [말을] 중단시키다	puncture 	타이어를 펑크 내다										

",미암기,2010-11-15 11:59:31
punctilious,pʌŋktíliəs,꼼꼼한|딱딱한|격식을 차리는,"1)【혼돈어휘】	punctilious	격식을 차리는, 딱딱한	function	기능												

",미암기,2010-11-15 11:59:31
putrefy,pjúːtrəfài,…을 부패시키다,"1)【혼돈어휘】	putrefy 	부패시키다, 썩게 하다	petrify	돌처럼 굳게 하다; 경직시키다												

",미암기,2010-11-15 11:59:31
quantity,kwάntəti,양|수량|양적인|다량,"1)【혼돈어휘】	quantity	양[量], 질량	quality	질[質], 품질												

",미암기,2010-11-15 11:59:31
quasi,"kwéizai, -sai kwάːzi",말하자면|즉|어떤 의미에서의,"1)【혼돈어휘】	quasi 	[kwéizai] 유사의; 준[準]	queasy	역겨운, [속이] 메스꺼운												

",미암기,2010-11-15 11:59:31
quiescent,kwaiésnt,조용한|정지한|활발하지 않은,"1)【혼돈어휘】	quiescent 	정지한, 움직이지 않는	acquiescent 	묵인하는, 순종하는												

",미암기,2010-11-15 11:59:31
quiet,kwáiət,조용히|고요한|평화로운|침묵한|차분한,"1)【혼돈어휘】	quiet	조용한	quite	꽤, 상당히												

",미암기,2010-11-15 11:59:31
quote,kwout,인용하다|전하다|발언|문구,"1)【혼돈어휘】	quote	인용하다, 인용문	quota	할당	quarter	4분의1, 1분기										

",미암기,2010-11-15 11:59:31
raise,reiz,올리다|높이다|인상|제기하다|기르다,"1)【혼돈어휘】	raise	올리다	rise	오르다												

",미암기,2010-11-15 11:59:31
rampart,rǽmpaːrt,성벽|누벽|…을 방어하다,"1)【혼돈어휘】	rampart 	성벽 방어, 수비	rampant	만연하는, 무성한	rampage	[화가 나서] 날뜀, 야단법석										

",미암기,2010-11-15 11:59:31
rapture,rǽpʧər,황홀감|무아지경,"1)【혼돈어휘】	rapture 	큰 기쁨, 황홀, 환희	rupture	파열, 균열; 단절; 탈장												

",미암기,2010-11-15 11:59:31
ravage,rǽvidʒ,황폐|파괴|…을 약탈하다,"1)【혼돈어휘】	ravage	파괴하다, 유린하다	savage	야만적인, 사나운												

",미암기,2010-11-15 11:59:31
razor,réizər,면도기|면도날|면도칼,"1)【혼돈어휘】	razor  	면도칼로 베다; 면도칼	raze	[도시·집 등을] 남김없이 파괴하다 	erase 	[글자 등을] 지우다										

",미암기,2010-11-15 11:59:31
realize,ríːəlàiz,깨닫다|알다|실현하다|인식하다|이해하다,"1)【혼돈어휘】	realize	사실을 깨닫다	recognize	알아보다												

",미암기,2010-11-15 11:59:31
realm,relm,영역|왕국|범주|국토,"1)【혼돈어휘】	realm 	왕국; 국토, 영토	helm	[the ~] 지배, 지도; 지배적 지위												

",미암기,2010-11-15 11:59:31
realty,ríːəlti,부동산|물적 재산,"1)【혼돈어휘】	realty	부동산	reality	현실												

",미암기,2010-11-15 11:59:31
reception,risépʃən,수신|리셉션|환영|접수,"1)【혼돈어휘】	reception 	리셉션, 피로연; 입회, 가입	receipt 	영수증,수령	recipe	[요리의] 조리법 										

",미암기,2010-11-15 11:59:31
recondition,riˌkəndiˈʃən,…을 수리하다|…을 다시 만들다|…을 재조절하다,"1)【혼돈어휘】	recondition	수리하다	recondite	난해한												

",미암기,2010-11-15 11:59:31
